Date,Price
2007-11-05,45.4
2007-11-12,43.4
2007-11-19,43.2
2007-11-26,43.86
2007-12-03,44.63
2007-12-10,44.98
2007-12-17,43.83
2007-12-24,45.17
2007-12-31,43.36
2008-01-07,41.33
2008-01-14,40.36
2008-01-21,37.97
2008-01-28,38.83
2008-02-04,38.09
2008-02-11,38.34
2008-02-18,37.81
2008-02-25,37.93
2008-03-03,36.86
2008-03-10,36.73
2008-03-17,36.74
2008-03-24,38.38
2008-03-31,39.01
2008-04-07,39.33
2008-04-14,39.36
2008-04-21,40.71
2008-04-28,41.8
2008-05-05,42.18
2008-05-12,42.71
2008-05-19,42.7
2008-05-26,42.8
2008-06-02,43.13
2008-06-09,41.79
2008-06-16,41.82
2008-06-23,40.42
2008-06-30,39.3
2008-07-07,39.07
2008-07-14,38.74
2008-07-21,39.02
2008-07-28,39.28
2008-08-04,39.88
2008-08-11,41.61
2008-08-18,41.16
2008-08-25,40.52
2008-09-01,39.08
2008-09-08,37.56
2008-09-15,36.22
2008-09-22,36.13
2008-09-29,33.27
2008-10-06,28.24
2008-10-13,28.45
2008-10-20,26.69
2008-10-27,27.01
2008-11-03,28.02
2008-11-10,25.77
2008-11-17,23.61
2008-11-24,24.51
2008-12-01,24.32
2008-12-08,25.8
2008-12-15,25.84
2008-12-22,25.55
2008-12-29,25.96
2009-01-05,26.81
2009-01-12,25.36
2009-01-19,25.0
2009-01-26,25.88
2009-02-02,26.25
2009-02-09,26.71
2009-02-16,25.29
2009-02-23,24.64
2009-03-02,23.27
2009-03-09,23.73
2009-03-16,25.44
2009-03-23,26.47
2009-03-30,27.06
2009-04-06,28.02
2009-04-13,28.52
2009-04-20,28.8
2009-04-27,29.78
2009-05-04,30.2
2009-05-11,29.53
2009-05-18,29.83
2009-05-25,29.97
2009-06-01,31.72
2009-06-08,32.01
2009-06-15,31.34
2009-06-22,31.14
2009-06-29,31.61
2009-07-06,30.51
2009-07-13,31.48
2009-07-20,33.68
2009-07-27,34.54
2009-08-03,34.7
2009-08-10,34.63
2009-08-17,34.44
2009-08-24,35.28
2009-08-31,34.78
2009-09-07,35.86
2009-09-14,36.64
2009-09-21,37.06
2009-09-28,36.46
2009-10-05,36.49
2009-10-12,37.39
2009-10-19,37.79
2009-10-26,37.03
2009-11-02,36.42
2009-11-09,38.06
2009-11-16,38.45
2009-11-23,38.18
2009-11-30,38.41
2009-12-07,38.44
2009-12-14,38.69
2009-12-21,39.71
2009-12-28,40.32
2010-01-04,40.51
2010-01-11,40.38
2010-01-18,39.72
2010-01-25,38.34
2010-02-01,37.71
2010-02-08,37.9
2010-02-15,38.94
2010-02-22,38.93
2010-03-01,40.08
2010-03-08,41.15
2010-03-15,41.55
2010-03-22,42.03
2010-03-29,42.31
2010-04-05,42.62
2010-04-12,43.44
2010-04-19,43.62
2010-04-26,43.69
2010-05-03,40.7
2010-05-10,41.73
2010-05-17,39.94
2010-05-24,39.12
2010-05-31,40.22
2010-06-07,39.09
2010-06-14,40.67
2010-06-21,40.7
2010-06-28,38.44
2010-07-05,38.25
2010-07-12,39.67
2010-07-19,39.6
2010-07-26,40.41
2010-08-02,40.96
2010-08-09,40.34
2010-08-16,39.67
2010-08-23,38.88
2010-08-30,39.27
2010-09-06,40.64
2010-09-13,41.86
2010-09-20,43.15
2010-09-27,43.43
2010-10-04,43.27
2010-10-11,44.46
2010-10-18,45.07
2010-10-25,45.85
2010-11-01,46.7
2010-11-08,46.84
2010-11-15,45.77
2010-11-22,46.34
2010-11-29,46.69
2010-12-06,47.76
2010-12-13,47.99
2010-12-20,48.24
2010-12-27,48.25
2011-01-03,49.06
2011-01-10,49.78
2011-01-17,49.92
2011-01-24,49.88
2011-01-31,49.88
2011-02-07,51.23
2011-02-14,51.85
2011-02-21,50.52
2011-02-28,50.87
2011-03-07,50.44
2011-03-14,48.79
2011-03-21,49.46
2011-03-28,50.53
2011-04-04,50.64
2011-04-11,50.22
2011-04-18,50.38
2011-04-25,52.05
2011-05-02,51.99
2011-05-09,52.04
2011-05-16,51.06
2011-05-23,50.45
2011-05-30,50.75
2011-06-06,49.2
2011-06-13,48.3
2011-06-20,48.37
2011-06-27,49.84
2011-07-04,52.0
2011-07-11,51.29
2011-07-18,51.78
2011-07-25,52.04
2011-08-01,49.32
2011-08-08,46.07
2011-08-15,46.33
2011-08-22,45.87
2011-08-29,48.25
2011-09-05,47.52
2011-09-12,48.46
2011-09-19,48.95
2011-09-26,48.31
2011-10-03,46.57
2011-10-10,50.27
2011-10-17,50.72
2011-10-24,51.31
2011-10-31,51.02
2011-11-07,51.22
2011-11-14,50.53
2011-11-21,47.83
2011-11-28,49.56
2011-12-05,50.52
2011-12-12,49.61
2011-12-19,49.16
2011-12-26,49.88
2012-01-02,51.1
2012-01-09,51.72
2012-01-16,52.86
2012-01-23,53.64
2012-01-30,54.35
2012-02-06,55.62
2012-02-13,56.45
2012-02-20,56.75
2012-02-27,57.3
2012-03-05,57.29
2012-03-12,58.7
2012-03-19,59.87
2012-03-26,60.66
2012-04-02,60.55
2012-04-09,59.63
2012-04-16,59.19
2012-04-23,58.96
2012-04-30,59.15
2012-05-07,57.46
2012-05-14,55.89
2012-05-21,55.34
2012-05-28,55.22
2012-06-04,55.08
2012-06-11,55.9
2012-06-18,56.99
2012-06-25,56.32
2012-07-02,57.75
2012-07-09,56.62
2012-07-16,57.32
2012-07-23,56.96
2012-07-30,58.15
2012-08-06,59.46
2012-08-13,60.41
2012-08-20,61.15
2012-08-27,61.0
2012-09-03,61.37
2012-09-10,62.12
2012-09-17,62.93
2012-09-24,61.98
2012-10-01,61.98
2012-10-08,60.78
2012-10-15,60.16
2012-10-22,58.79
2012-10-29,58.83
2012-11-05,58.11
2012-11-12,56.25
2012-11-19,57.46
2012-11-26,58.59
2012-12-03,58.82
2012-12-10,58.78
2012-12-17,59.02
2012-12-24,58.19
2012-12-31,59.15
2013-01-07,60.3
2013-01-14,60.46
2013-01-21,60.7
2013-01-28,60.73
2013-02-04,60.81
2013-02-11,61.35
2013-02-18,60.77
2013-02-25,60.44
2013-03-04,61.49
2013-03-11,62.06
2013-03-18,61.81
2013-03-25,62.08
2013-04-01,61.8
2013-04-08,62.43
2013-04-15,61.89
2013-04-22,62.56
2013-04-29,64.35
2013-05-06,65.75
2013-05-13,66.66
2013-05-20,66.89
2013-05-27,66.87
2013-06-03,65.8
2013-06-10,65.81
2013-06-17,65.01
2013-06-24,63.98
2013-07-01,65.4
2013-07-08,67.11
2013-07-15,68.2
2013-07-22,67.95
2013-07-29,69.06
2013-08-05,69.49
2013-08-12,69.31
2013-08-19,69.01
2013-08-26,69.16
2013-09-02,69.45
2013-09-09,70.67
2013-09-16,71.49
2013-09-23,71.91
2013-09-30,71.89
2013-10-07,70.95
2013-10-14,73.3
2013-10-21,75.11
2013-10-28,75.59
2013-11-04,75.08
2013-11-11,75.62
2013-11-18,75.9
2013-11-25,77.38
2013-12-02,77.9
2013-12-09,78.03
2013-12-16,77.8
2013-12-23,79.93
2013-12-30,79.8
2014-01-06,79.37
2014-01-13,79.64
2014-01-20,80.32
2014-01-27,78.46
2014-02-03,78.21
2014-02-10,81.01
2014-02-17,82.18
2014-02-24,82.51
2014-03-03,82.73
2014-03-10,82.48
2014-03-17,82.39
2014-03-24,80.87
2014-03-31,80.89
2014-04-07,79.03
2014-04-14,78.17
2014-04-21,80.14
2014-04-28,79.71
2014-05-05,79.82
2014-05-12,80.6
2014-05-19,81.52
2014-05-26,83.57
2014-06-02,84.4
2014-06-09,85.0
2014-06-16,85.17
2014-06-23,85.89
2014-06-30,87.36
2014-07-07,87.34
2014-07-14,87.93
2014-07-21,89.06
2014-07-28,88.27
2014-08-04,87.45
2014-08-11,88.83
2014-08-18,90.89
2014-08-25,91.79
2014-09-01,91.97
2014-09-08,92.04
2014-09-15,91.62
2014-09-22,91.36
2014-09-29,90.29
2014-10-06,89.33
2014-10-13,85.65
2014-10-20,88.54
2014-10-27,92.37
2014-11-03,93.73
2014-11-10,94.63
2014-11-17,95.77
2014-11-24,97.25
2014-12-01,97.26
2014-12-08,96.28
2014-12-15,94.63
2014-12-22,97.16
2014-12-29,96.39
2015-01-05,94.34
2015-01-12,94.21
2015-01-19,95.08
2015-01-26,94.81
2015-02-02,94.64
2015-02-09,97.22
2015-02-16,99.84
2015-02-23,100.71
2015-03-02,100.51
2015-03-09,98.7
2015-03-16,99.64
2015-03-23,99.11
2015-03-30,98.24
2015-04-06,98.67
2015-04-13,99.52
2015-04-20,101.03
2015-04-27,101.51
2015-05-04,100.44
2015-05-11,100.86
2015-05-18,102.43
2015-05-25,102.27
2015-06-01,102.08
2015-06-08,101.11
2015-06-15,101.5
2015-06-22,102.57
2015-06-29,100.39
2015-07-06,99.85
2015-07-13,103.58
2015-07-20,105.06
2015-07-27,103.64
2015-08-03,103.7
2015-08-10,102.59
2015-08-17,99.71
2015-08-24,88.93
2015-08-31,96.16
2015-09-07,97.87
2015-09-14,99.58
2015-09-21,97.6
2015-09-28,94.77
2015-10-05,98.58
2015-10-12,99.87
2015-10-19,103.16
2015-10-26,105.79
2015-11-02,106.97
2015-11-09,104.83
2015-11-16,104.72
2015-11-23,106.46
2015-11-30,106.37
2015-12-07,105.63
2015-12-14,104.63
2015-12-21,104.52
2015-12-28,105.98
2016-01-04,100.36
2016-01-11,96.45
2016-01-18,94.26
2016-01-25,95.79
2016-02-01,94.95
2016-02-08,90.73
2016-02-15,94.56
2016-02-22,95.7
2016-02-29,97.91
2016-03-07,98.36
2016-03-14,100.24
2016-03-21,101.05
2016-03-28,102.1
2016-04-04,103.13
2016-04-11,103.14
2016-04-18,103.24
2016-04-25,100.75
2016-05-02,99.34
2016-05-09,99.98
2016-05-16,99.57
2016-05-23,101.74
2016-05-30,103.42
2016-06-06,103.12
2016-06-13,101.17
2016-06-20,100.35
2016-06-27,99.12
2016-07-04,102.27
2016-07-11,105.12
2016-07-18,106.38
2016-07-25,107.85
2016-08-01,109.03
2016-08-08,110.16
2016-08-15,110.51
2016-08-22,110.36
2016-08-29,110.07
2016-09-05,109.56
2016-09-12,109.12
2016-09-19,111.43
2016-09-26,111.65
2016-10-03,112.04
2016-10-10,111.27
2016-10-17,111.11
2016-10-24,111.73
2016-10-31,109.17
2016-11-07,109.93
2016-11-14,109.71
2016-11-21,111.9
2016-11-28,110.94
2016-12-05,111.22
2016-12-12,113.24
2016-12-19,113.95
2016-12-26,113.61
2017-01-02,114.31
2017-01-09,116.13
2017-01-16,116.74
2017-01-23,117.79
2017-01-30,118.35
2017-02-06,119.89
2017-02-13,122.08
2017-02-20,123.29
2017-02-27,123.89
2017-03-06,124.08
2017-03-13,124.75
2017-03-20,124.51
2017-03-27,124.52
2017-04-03,125.87
2017-04-10,124.91
2017-04-17,125.22
2017-04-24,128.32
2017-05-01,130.12
2017-05-08,131.09
2017-05-15,130.87
2017-05-22,132.74
2017-05-29,134.94
2017-06-05,133.96
2017-06-12,132.25
2017-06-19,133.7
2017-06-26,132.67
2017-07-03,130.62
2017-07-10,133.27
2017-07-17,136.27
2017-07-24,137.3
2017-07-31,136.77
2017-08-07,136.4
2017-08-14,136.04
2017-08-21,135.05
2017-08-28,137.01
2017-09-04,137.89
2017-09-11,139.03
2017-09-18,138.24
2017-09-25,137.32
2017-10-02,139.67
2017-10-09,141.04
2017-10-16,141.53
2017-10-23,142.18
2017-10-30,145.15
2017-11-06,146.38
2017-11-13,146.39
2017-11-20,147.94
2017-11-27,147.48
2017-12-04,146.88
2017-12-11,149.21
2017-12-18,150.69
2017-12-25,149.62
2018-01-01,152.21
2018-01-08,155.84
2018-01-15,157.93
2018-01-22,161.23
2018-01-29,160.43
2018-02-05,151.1
2018-02-12,154.62
2018-02-19,159.05
2018-02-26,159.15
2018-03-05,161.57
2018-03-12,165.57
2018-03-19,156.74
2018-03-26,154.12
2018-04-02,151.15
2018-04-09,153.67
2018-04-16,157.39
2018-04-23,153.75
2018-04-30,155.47
2018-05-07,160.38
2018-05-14,161.85
2018-05-21,161.57
2018-05-28,163.29
2018-06-04,167.22
2018-06-11,168.74
2018-06-18,168.51
2018-06-25,164.77
2018-07-02,165.85
2018-07-09,170.79
2018-07-16,171.86
2018-07-23,172.63
2018-07-30,170.15
2018-08-06,174.0
2018-08-13,172.92
2018-08-20,173.64
2018-08-27,177.96
2018-09-03,176.14
2018-09-10,175.49
2018-09-17,176.05
2018-09-24,176.6
2018-10-01,176.04
2018-10-08,167.8
2018-10-15,168.27
2018-10-22,163.3
2018-10-29,160.01
2018-11-05,164.83
2018-11-12,160.71
2018-11-19,155.87
2018-11-26,158.85
2018-12-03,160.74
2018-12-10,157.3
2018-12-17,148.34
2018-12-24,143.85
2018-12-31,147.85
2019-01-07,153.23
2019-01-14,156.59
2019-01-21,157.25
2019-01-28,159.18
2019-02-04,163.02
2019-02-11,164.28
2019-02-18,165.85
2019-02-25,167.11
2019-03-04,166.49
2019-03-11,169.19
2019-03-18,173.87
2019-03-25,172.67
2019-04-01,176.73
2019-04-08,178.61
2019-04-15,180.05
2019-04-22,182.51
2019-04-29,182.77
2019-05-06,179.41
2019-05-13,175.98
2019-05-20,173.73
2019-05-27,170.85
2019-06-03,169.65
2019-06-10,177.53
2019-06-17,180.08
2019-06-24,180.44
2019-07-01,183.97
2019-07-08,185.11
2019-07-15,186.42
2019-07-22,187.44
2019-07-29,184.73
2019-08-05,178.01
2019-08-12,179.62
2019-08-19,179.7
2019-08-26,180.12
2019-09-02,182.77
2019-09-09,185.81
2019-09-16,186.06
2019-09-23,182.86
2019-09-30,180.74
2019-10-07,183.4
2019-10-14,186.92
2019-10-21,187.77
2019-10-28,191.3
2019-11-04,194.38
2019-11-11,195.51
2019-11-18,196.3
2019-11-25,198.36
2019-12-02,196.27
2019-12-09,199.64
2019-12-16,204.32
2019-12-23,206.75
2019-12-30,207.84
2020-01-06,210.17
2020-01-13,215.24
2020-01-20,217.68
2020-01-27,214.37
2020-02-03,219.08
2020-02-10,225.34
2020-02-17,227.04
2020-02-24,205.46
2020-03-02,205.5
2020-03-09,185.43
2020-03-16,170.95
2020-03-23,173.95
2020-03-30,183.32
2020-04-06,191.27
2020-04-13,202.4
2020-04-20,204.48
2020-04-27,210.2
2020-05-04,212.57
2020-05-11,216.46
2020-05-18,223.05
2020-05-25,223.01
2020-06-01,230.21
2020-06-08,233.74
2020-06-15,233.21
2020-06-22,239.24
2020-06-29,240.04
2020-07-06,253.73
2020-07-13,255.14
2020-07-20,253.76
2020-07-27,255.07
2020-08-03,265.05
2020-08-10,263.4
2020-08-17,270.76
2020-08-24,280.81
2020-08-31,280.9
2020-09-07,268.11
2020-09-14,265.17
2020-09-21,260.34
2020-09-28,270.77
2020-10-05,273.45
2020-10-12,285.15
2020-10-19,279.43
2020-10-26,269.7
2020-11-02,274.58
2020-11-09,283.08
2020-11-16,284.46
2020-11-23,287.22
2020-11-30,293.28
2020-12-07,296.22
2020-12-14,300.28
2020-12-21,299.94
2020-12-28,305.74
2021-01-04,305.51
2021-01-11,307.24
2021-01-18,313.18
2021-01-25,314.56
2021-02-01,317.17
2021-02-08,325.83
2021-02-15,326.04
2021-02-22,312.41
2021-03-01,304.14
2021-03-08,302.96
2021-03-15,310.05
2021-03-22,307.42
2021-03-29,311.61
2021-04-05,325.3
2021-04-12,331.55
2021-04-19,330.86
2021-04-26,332.89
2021-05-03,326.29
2021-05-10,317.84
2021-05-17,316.96
2021-05-24,324.45
2021-05-31,325.37
2021-06-07,330.88
2021-06-14,334.92
2021-06-21,338.73
2021-06-28,347.98
2021-07-05,351.66
2021-07-12,354.38
2021-07-19,353.3
2021-07-26,357.48
2021-08-02,358.88
2021-08-09,359.84
2021-08-16,357.44
2021-08-23,365.47
2021-08-30,372.43
2021-09-06,372.18
2021-09-13,368.82
2021-09-20,360.38
2021-09-27,356.2
2021-10-04,351.47
2021-10-11,356.15
2021-10-18,365.44
2021-10-25,372.99
2021-11-01,385.54
2021-11-08,386.39
2021-11-15,391.43
2021-11-22,391.96
2021-11-29,382.93
2021-12-06,382.64
2021-12-13,383.01
2021-12-20,380.87
2021-12-27,394.15
2022-01-03,383.53
2022-01-10,373.3
2022-01-17,357.63
2022-01-24,339.64
2022-01-31,354.68
2022-02-07,350.25
2022-02-14,342.2
2022-02-21,326.48
2022-02-28,336.66
2022-03-07,323.62
2022-03-14,328.93
2022-03-21,347.12
2022-03-28,359.19
2022-04-04,353.24
2022-04-11,337.46
2022-04-18,331.11
2022-04-25,316.18
2022-05-02,312.69
2022-05-09,292.46
2022-05-16,288.76
2022-05-23,291.08
2022-05-30,304.11
2022-06-06,295.63
2022-06-13,273.67
2022-06-20,281.96
2022-06-27,282.21
2022-07-04,282.77
2022-07-11,282.48
2022-07-18,294.23
2022-07-25,300.73
2022-08-01,313.86
2022-08-08,318.52
2022-08-15,323.69
2022-08-22,310.06
2022-08-29,295.92
2022-09-05,295.08
2022-09-12,294.21
2022-09-19,279.06
2022-09-26,270.85
2022-10-03,272.51
2022-10-10,259.85
2022-10-17,268.68
2022-10-24,274.91
2022-10-31,267.3
2022-11-07,272.49
2022-11-14,283.51
2022-11-21,281.51
2022-11-28,283.98
2022-12-05,281.78
2022-12-12,281.3
2022-12-19,265.37
2022-12-26,261.0
2023-01-02,262.66
2023-01-09,272.41
2023-01-16,276.57
2023-01-23,286.9
2023-01-30,298.84
2023-02-06,301.18
2023-02-13,300.72
2023-02-20,291.52
2023-02-27,291.28
2023-03-06,292.81
2023-03-13,294.27
2023-03-20,305.62
2023-03-27,310.4
2023-04-03,314.62
2023-04-10,313.87
2023-04-17,315.15
2023-04-24,313.67
2023-05-01,316.82
2023-05-08,321.58
2023-05-15,328.37
2023-05-22,336.62
2023-05-29,348.29
2023-06-05,350.02
2023-06-12,361.03
2023-06-19,361.28
2023-06-26,361.54
2023-07-03,365.74
2023-07-10,370.58
