Date,Price
2012-06-04,104.11
2012-06-11,106.01
2012-06-18,107.83
2012-06-25,107.24
2012-07-02,109.46
2012-07-09,107.93
2012-07-16,109.49
2012-07-23,109.24
2012-07-30,110.49
2012-08-06,112.6
2012-08-13,113.35
2012-08-20,113.74
2012-08-27,113.32
2012-09-03,114.23
2012-09-10,117.06
2012-09-17,117.56
2012-09-24,116.72
2012-10-01,117.45
2012-10-08,116.52
2012-10-15,116.76
2012-10-22,114.65
2012-10-29,114.79
2012-11-05,113.44
2012-11-12,110.57
2012-11-19,112.13
2012-11-26,113.62
2012-12-03,114.34
2012-12-10,115.61
2012-12-17,116.05
2012-12-24,114.86
2012-12-31,116.31
2013-01-07,118.74
2013-01-14,119.78
2013-01-21,121.22
2013-01-28,122.32
2013-02-04,122.48
2013-02-11,123.57
2013-02-18,123.25
2013-02-25,122.59
2013-03-04,124.86
2013-03-11,126.79
2013-03-18,126.38
2013-03-25,127.06
2013-04-01,126.97
2013-04-08,128.39
2013-04-15,127.25
2013-04-22,128.21
2013-04-29,130.64
2013-05-06,132.74
2013-05-13,134.68
2013-05-20,135.96
2013-05-27,135.1
2013-06-03,132.83
2013-06-10,133.39
2013-06-17,132.06
2013-06-24,130.34
2013-07-01,132.7
2013-07-08,135.86
2013-07-15,138.05
2013-07-22,138.47
2013-07-29,139.17
2013-08-05,139.35
2013-08-12,137.66
2013-08-19,135.86
2013-08-26,135.59
2013-09-02,135.72
2013-09-09,137.91
2013-09-16,141.04
2013-09-23,139.87
2013-09-30,138.72
2013-10-07,138.11
2013-10-14,141.71
2013-10-21,144.34
2013-10-28,145.48
2013-11-04,145.34
2013-11-11,146.92
2013-11-18,147.99
2013-11-25,149.35
2013-12-02,148.39
2013-12-09,148.24
2013-12-16,148.19
2013-12-23,151.88
2013-12-30,152.26
2014-01-06,151.9
2014-01-13,151.89
2014-01-20,150.78
2014-01-27,147.91
2014-02-03,146.62
2014-02-10,150.77
2014-02-17,152.42
2014-02-24,153.99
2014-03-03,154.56
2014-03-10,154.74
2014-03-17,155.29
2014-03-24,154.63
2014-03-31,156.28
2014-04-07,153.48
2014-04-14,153.42
2014-04-21,155.89
2014-04-28,155.82
2014-05-05,156.22
2014-05-12,156.98
2014-05-19,157.25
2014-05-26,159.84
2014-06-02,161.36
2014-06-09,162.09
2014-06-16,162.55
2014-06-23,163.48
2014-06-30,164.82
2014-07-07,164.49
2014-07-14,164.76
2014-07-21,165.52
2014-07-28,163.23
2014-08-04,161.06
2014-08-11,163.05
2014-08-18,165.92
2014-08-25,167.39
2014-09-01,167.82
2014-09-08,167.31
2014-09-15,167.52
2014-09-22,166.78
2014-09-29,164.25
2014-10-06,163.18
2014-10-13,156.86
2014-10-20,161.69
2014-10-27,166.86
2014-11-03,169.72
2014-11-10,171.53
2014-11-17,173.02
2014-11-24,174.35
2014-12-01,174.01
2014-12-08,171.96
2014-12-15,172.74
2014-12-22,175.59
2014-12-29,174.67
2015-01-05,171.35
2015-01-12,170.82
2015-01-19,171.83
2015-01-26,170.91
2015-02-02,171.27
2015-02-09,175.02
2015-02-16,177.59
2015-02-23,178.72
2015-03-02,177.21
2015-03-09,174.69
2015-03-16,176.36
2015-03-23,176.34
2015-03-30,175.44
2015-04-06,176.37
2015-04-13,177.53
2015-04-20,178.73
2015-04-27,178.4
2015-05-04,177.84
2015-05-11,178.88
2015-05-18,180.88
2015-05-25,179.71
2015-06-01,179.06
2015-06-08,178.27
2015-06-15,178.84
2015-06-22,179.98
2015-06-29,177.14
2015-07-06,175.94
2015-07-13,179.87
2015-07-20,179.56
2015-07-27,178.25
2015-08-03,178.45
2015-08-10,177.54
2015-08-17,174.19
2015-08-24,163.12
2015-08-31,166.37
2015-09-07,168.01
2015-09-14,169.78
2015-09-21,166.54
2015-09-28,163.84
2015-10-05,170.82
2015-10-12,172.54
2015-10-19,175.7
2015-10-26,178.12
2015-11-02,180.09
2015-11-09,176.7
2015-11-16,176.86
2015-11-23,179.04
2015-11-30,178.34
2015-12-07,176.4
2015-12-14,175.15
2015-12-21,175.37
2015-12-28,177.63
2016-01-04,169.79
2016-01-11,164.14
2016-01-18,160.43
2016-01-25,164.38
2016-02-01,164.7
2016-02-08,159.41
2016-02-15,164.38
2016-02-22,166.56
2016-02-29,170.31
2016-03-07,172.69
2016-03-14,175.31
2016-03-21,176.52
2016-03-28,177.63
2016-04-04,177.9
2016-04-11,178.83
2016-04-18,181.27
2016-04-25,179.93
2016-05-02,178.72
2016-05-09,179.1
2016-05-16,177.88
2016-05-23,180.1
2016-05-30,182.08
2016-06-06,183.01
2016-06-13,180.42
2016-06-20,180.32
2016-06-27,178.38
2016-07-04,183.12
2016-07-11,187.46
2016-07-18,188.78
2016-07-25,188.85
2016-08-01,188.56
2016-08-08,190.17
2016-08-15,190.32
2016-08-22,190.03
2016-08-29,189.61
2016-09-05,188.55
2016-09-12,187.09
2016-09-19,188.67
2016-09-26,188.75
2016-10-03,188.55
2016-10-10,187.51
2016-10-17,187.02
2016-10-24,187.12
2016-10-31,184.73
2016-11-07,187.05
2016-11-14,190.61
2016-11-21,193.05
2016-11-28,193.23
2016-12-05,195.85
2016-12-12,198.51
2016-12-19,199.01
2016-12-26,198.11
2017-01-02,199.07
2017-01-09,199.41
2017-01-16,199.55
2017-01-23,200.54
2017-01-30,200.94
2017-02-06,202.79
2017-02-13,205.93
2017-02-20,208.18
2017-02-27,209.96
2017-03-06,208.87
2017-03-13,209.65
2017-03-20,208.32
2017-03-27,207.24
2017-04-03,208.64
2017-04-10,207.52
2017-04-17,207.5
2017-04-24,209.88
2017-05-01,211.35
2017-05-08,211.75
2017-05-15,210.77
2017-05-22,212.89
2017-05-29,214.7
2017-06-05,215.57
2017-06-12,215.37
2017-06-19,216.7
2017-06-26,215.46
2017-07-03,215.18
2017-07-10,216.56
2017-07-17,218.91
2017-07-24,219.61
2017-07-31,219.83
2017-08-07,219.14
2017-08-14,217.87
2017-08-21,216.84
2017-08-28,218.54
2017-09-04,219.08
2017-09-11,221.69
2017-09-18,223.13
2017-09-25,223.26
2017-10-02,226.21
2017-10-09,227.52
2017-10-16,228.67
2017-10-23,228.84
2017-10-30,230.1
2017-11-06,230.55
2017-11-13,230.09
2017-11-20,231.73
2017-11-27,235.18
2017-12-04,236.72
2017-12-11,238.26
2017-12-18,240.53
2017-12-25,240.48
2018-01-01,243.08
2018-01-08,247.6
2018-01-15,250.1
2018-01-22,254.66
2018-01-29,252.46
2018-02-05,237.6
2018-02-12,241.29
2018-02-19,244.6
2018-02-26,244.33
2018-03-05,245.56
2018-03-12,249.18
2018-03-19,240.11
2018-03-26,237.01
2018-04-02,235.19
2018-04-09,237.97
2018-04-16,242.22
2018-04-23,238.58
2018-04-30,237.73
2018-05-07,242.85
2018-05-14,245.47
2018-05-21,245.89
2018-05-28,244.38
2018-06-04,249.24
2018-06-11,250.31
2018-06-18,249.36
2018-06-25,245.78
2018-07-02,247.01
2018-07-09,252.16
2018-07-16,253.59
2018-07-23,255.33
2018-07-30,255.05
2018-08-06,257.57
2018-08-13,256.37
2018-08-20,259.54
2018-08-27,263.03
2018-09-03,261.44
2018-09-10,262.04
2018-09-17,264.18
2018-09-24,264.78
2018-10-01,263.77
2018-10-08,254.57
2018-10-15,252.85
2018-10-22,245.66
2018-10-29,243.58
2018-11-05,251.54
2018-11-12,247.85
2018-11-19,244.2
2018-11-26,246.56
2018-12-03,247.11
2018-12-10,240.18
2018-12-17,227.9
2018-12-24,222.14
2018-12-31,227.46
